customerID,SeniorCitizen,MonthlyCharges,TotalCharges,Churn,PhoneService_No,PhoneService_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,MultipleLines_No_Phone_Service,MultipleLines_No,MultipleLines_Yes,OnlineSecurity_No_Internet_Service,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No_Internet_Service,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No_Internet_Service,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No_Internet_Service,TechSupport_No,TechSupport_Yes,StreamingTV_No_Internet_Service,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No_Internet_Service,StreamingMovies_No,StreamingMovies_Yes,gender_encoded,Partner_encoded,Dependents_encoded,Contract_encoded,PaperlessBilling_encoded,PaymentMethod_encoded,tenure_encoded
5934-TSSAU,0,75.3,1702.9,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,1,1,0,1,1,0.15294117647058825
3486-KHMLI,0,24.7,467.15,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,0,0,3,0.2698412698412698
4897-QSUYC,0,20.15,20.15,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,0,1,3,0.6199021207177814
1084-UQCHV,0,69.75,69.75,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,1,0,0,0,0.6199021207177814
8290-YWKHZ,1,93.2,2931.0,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,1,0,0,1,2,0.2753623188405797
2955-BJZHG,0,80.85,1400.85,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,1,1,1,0,0,2,0.2988505747126437
3806-DXQOM,0,33.65,137.85,1,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,2,0.4715909090909091
6784-XYJAE,0,55.8,1941.5,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,0,0,1,0,2,0.2
3933-DQPWX,0,39.7,1932.75,0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,0,0,0,2,0,1,0.14705882352941177
6661-EIPZC,0,29.5,1423.05,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0,1,1,0,1,1,0.140625
8957-THMOA,0,20.15,970.85,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,1,2,0,1,0.14705882352941177
2251-PYLPB,0,79.55,5810.9,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,1,1,0,2,0,1,0.016574585635359115
5555-RNPGT,0,24.8,223.9,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,0,0,1,0.3879310344827586
1057-FOGLZ,0,19.65,391.7,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,0,0,3,0.24742268041237114
9300-RENDD,0,79.95,79.95,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,1,0,0,0,1,2,0.6199021207177814
0761-AETCS,0,19.3,19.3,1,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,0,0,2,0.6199021207177814
8087-LGYHQ,0,94.05,811.65,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,0,0,0,1,2,0.3865546218487395
4137-BTIKL,0,90.75,174.75,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,0,0,0,0,3,0.5168067226890757
2190-BCXEC,0,78.85,3126.85,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0,1,0,0,1,1,0.203125
6227-FBDXH,0,99.5,6841.45,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,1,0,1,0,0,0.08421052631578947
2153-MREFK,0,99.2,3754.6,1,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,0,1,0,1,1,2,0.23076923076923078
2911-WDXMV,0,80.55,1406.65,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,1,0,1,0,1,1,0.24742268041237114
7206-PQBBZ,1,70.2,834.7,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0,1,2,0.31313131313131315
3106-ULWFW,0,85.2,627.4,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,1,0,0,1,1,0.34146341463414637
0925-VYDLG,0,75.25,242.0,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,0,2,0.47
4547-FZJWE,0,59.45,3157.0,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,1,1,1,0,1,0.140625
7422-WNBTY,0,93.35,3092.0,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1,1,0,0,1,2,0.21875
0842-IWYCP,0,44.95,2168.9,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,0,0,0.16216216216216217
3521-HTQTV,0,26.1,980.35,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,2,0,0,0.18461538461538463
3744-ZBHON,0,20.2,65.95,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,0,0,2,0.47
3373-DIUUN,0,21.25,711.9,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,0,3,0.2222222222222222
8383-SGHJU,0,59.4,1952.8,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0,0,0,1,0,2,0.21875
7607-QKKTJ,0,95.0,4368.85,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1,1,1,1,1,1,0.09836065573770492
7707-PYBBH,0,61.9,2647.1,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1,0,0,0,1,3,0.203125
8984-HPEMB,0,118.65,8477.6,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,2,1,2,0.03529411764705882
4349-GFQHK,0,54.35,54.35,1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,1,0,0,0,0,2,0.6199021207177814
4139-DETXS,0,64.45,4528.0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,2,0,0,0.016574585635359115
9779-DPNEJ,0,80.15,1790.65,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,1,1,0,1,2,0.3
9805-FILKB,0,20.2,845.6,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,1,1,0,0.16216216216216217
5793-YOLJN,0,21.0,1210.3,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,0,3,0.140625
0673-IGUQO,0,20.45,20.45,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,3,0.6199021207177814
4123-FCVCB,0,75.85,854.45,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,0,0,0,1,1,3,0.3247863247863248
8819-IMISP,0,80.45,2429.1,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,1,2,0.24615384615384617
7802-EFKNY,0,24.95,100.4,1,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0,1,2,0.48120300751879697
8311-UEUAB,0,75.5,5229.45,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,1,1,2,1,2,0.10204081632653061
5858-EAFCZ,0,44.45,44.45,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,0,3,0.6199021207177814
8035-BUYVG,0,42.35,1716.45,1,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,1,1,0,1,1,2,0.203125
1163-ONYEY,0,74.55,3023.55,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1,1,1,0,1,1,0.2
9787-XVQIU,0,75.3,75.3,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,0,0,0,1,2,0.6199021207177814
8945-MUQUF,0,94.8,4837.6,1,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,1,0,0,1,1,2,0.11764705882352941
5656-MJEFC,0,48.15,2032.3,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,1,1,1,2,0,1,0.2153846153846154
6082-OQFBA,0,19.65,436.9,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,1,0,3,0.15294117647058825
8051-HJRLT,1,70.55,70.55,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,2,0.6199021207177814
8974-OVACP,0,20.15,20.15,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,0,0,3,0.6199021207177814
4010-YLMVT,0,106.6,5893.95,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,0,0,0,0,1,1,0.125
1379-FRVEB,0,91.0,1430.05,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,1,0,1,0,1,2,0.37373737373737376
8612-GXIDD,0,25.4,313.0,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,1,0,0.3247863247863248
6288-CHQJB,0,69.95,3871.85,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,0,1,1,2,0,0,0.19117647058823528
8160-HOWOX,0,66.85,458.1,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,0,0,0,1,2,0.3893129770992366
3023-GFLBR,0,86.15,2745.7,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,1,1,0,0,1,0.21875
6648-INWPS,0,20.15,341.35,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,0,0,2,0.35
4223-BKEOR,0,64.85,1336.8,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0,0,1,1,0,3,0.2698412698412698
4079-VTGLK,1,74.85,2181.75,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,1,0,2,0,2,0.2222222222222222
1763-WQFUK,0,50.5,147.75,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,1,0,0,0,1,3,0.47
1391-UBDAR,0,72.9,818.45,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,1,0,0,0,0,2,0.31313131313131315
8894-JVDCV,0,115.05,7133.45,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,1,1,1,0.07142857142857142
2023-VQFDL,0,19.0,348.8,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,0,0,2,0.24742268041237114
1345-GKDZZ,0,19.55,128.6,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,0,0,3,0.36363636363636365
2014-MKGMH,0,101.1,4674.4,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,0,0,1,1,2,0.16216216216216217
5628-FCGYG,0,84.1,1737.45,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,1,0,0,0,1,2,0.2698412698412698
2560-WBWXF,0,24.15,1498.85,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,2,1,0,0.09
0248-IPDFW,0,50.1,50.1,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,2,0.6199021207177814
7978-DKUQH,0,74.6,1797.75,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,1,0,0,1,2,0.2911392405063291
4335-UPJSI,0,19.75,498.1,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,1,2,0,3,0.24468085106382978
0524-IAVZO,0,85.0,2624.25,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,1,0,0,1,2,0.2222222222222222
2737-YNGYW,0,80.55,184.1,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0,0,0,0,0,2,0.5168067226890757
1784-EZDKJ,0,106.8,5498.8,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,1,0,1,1,0,0.11764705882352941
9297-FVVDH,0,84.5,4845.4,0,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,2,1,2,0.12307692307692308
8007-YYPWD,0,25.05,369.1,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0.37373737373737376
7101-HRBLJ,0,83.7,6096.9,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,2,1,0,0.016574585635359115
5159-YFPKQ,0,75.8,160.75,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,0,0,0,0,1,2,0.5168067226890757
6635-CPNUN,0,96.6,2684.35,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1,1,0,0,0,1,0.21052631578947367
4021-RQSNY,1,98.5,3004.15,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,1,0,0,1,2,0.20833333333333334
5453-YBTWV,0,101.1,6994.8,0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,1,1,1,2,1,1,0.09243697478991597
5039-LZRQT,0,20.2,273.25,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,1,0,3,0.3486238532110092
2931-VUVJN,1,94.05,5483.9,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,0,1,0,1,1,2,0.13333333333333333
9061-TIHDA,1,95.25,1233.65,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,1,0,0,1,2,0.3486238532110092
8699-ASUFO,1,74.4,527.9,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0,1,3,0.3893129770992366
6418-PIQSP,0,81.0,4985.9,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,1,0,2,0,3,0.07142857142857142
8220-OCUFY,0,60.25,1258.35,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0,0,0,1,1,2,0.2698412698412698
3995-WFCSM,0,60.85,111.4,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0,0,0,0,0,2,0.5168067226890757
1895-QTKDO,0,43.95,43.95,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,0,1,0.6199021207177814
2038-OEQZH,0,86.05,308.1,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,1,0,0,0,0,2,0.4715909090909091
1178-PZGAB,0,20.25,383.65,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,1,0,1,0.2602739726027397
7927-AUXBZ,0,85.15,2555.9,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0,0,0,0,2,0.2222222222222222
2626-VEEWG,0,19.4,1284.2,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,1,1,0.10204081632653061
2878-RMWXY,1,102.65,7550.3,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1,1,0,2,1,1,0.016574585635359115
1657-DYMBM,0,19.9,1110.05,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,0,2,0,1,0.2
7311-MQJCH,0,19.55,99.6,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,0,0,1,0,2,0.48120300751879697
7375-WMVMT,1,95.5,6707.15,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,1,1,0,2,1,1,0.03529411764705882
1136-XGEQU,0,84.15,4164.4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,1,1,1,0.14705882352941177
2530-FMFXO,0,103.2,5873.75,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1,1,1,2,1,2,0.125
6844-DZKRF,0,50.2,109.25,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,1,0,0,0,1,1,0.5168067226890757
4695-WJZUE,1,88.55,179.25,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0,0,0,0,1,2,0.5168067226890757
7619-ODSGN,0,54.75,1338.15,1,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,1,0,0,2,0.24468085106382978
5970-GHJAW,0,19.95,862.4,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,0,1,0.16216216216216217
8879-XUAHX,0,116.25,8564.75,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,1,0,2,1,2,0.03529411764705882
3689-MOZGR,0,31.2,926.2,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0,0,0,0,1,2,0.20833333333333334
4195-PNGZS,0,24.45,1718.2,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,0,0,0.08421052631578947
5003-XZWWO,0,84.2,5956.85,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,1,0,2,0,1,0.03529411764705882
3988-RQIXO,1,91.3,91.3,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0,0,0,0,1,2,0.6199021207177814
7622-FWGEW,1,85.65,4824.45,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,1,1,0,2,1,0,0.125
6922-NCEDI,0,21.2,1238.65,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,1,1,1,3,0.125
2514-GINMM,0,79.5,79.5,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,1,0,0,0,1,2,0.6199021207177814
9891-NQDBD,0,25.55,672.2,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,0,1,0,3,0.21052631578947367
6131-IUNXN,0,20.2,382.2,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,0,0,3,0.2602739726027397
8548-AWOFC,0,63.85,4264.6,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,1,1,0,0,0,2,0.14606741573033707
9798-DRYDS,0,61.95,1070.7,0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0,1,1,1,1,3,0.2988505747126437
8532-UEFWH,0,25.75,1345.85,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,1,2,0,3,0.1
6296-DDOOR,0,58.2,1045.25,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,0,0,0,1,0,2,0.2602739726027397
7951-VRDVK,0,85.85,3003.55,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,1,0,0,0.2
5931-FLJJF,1,70.1,467.55,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0,1,3,0.3893129770992366
4815-YOSUK,0,104.9,7537.5,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,1,1,1,1,1,1,0.016574585635359115
2659-VXMWZ,0,111.3,7482.1,1,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,1,1,1,1,2,0.10204081632653061
0380-NEAVX,1,99.85,3343.15,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,1,0,0,1,1,2,0.18461538461538463
3207-OYBWH,1,95.25,5427.05,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1,1,0,0,1,0,0.12307692307692308
4285-GYRQC,0,86.25,587.1,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,0,1,0,0,1,2,0.3893129770992366
7216-EWTRS,1,100.8,100.8,1,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,1,0,0,1,2,0.6199021207177814
4365-MSDYN,0,19.55,161.15,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,1,0,0,1,0,0.34146341463414637
7036-TYDEC,0,104.0,7028.5,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,2,0,2,0.08421052631578947
5802-ADBRC,0,104.4,5232.9,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0,1,0,1,1,3,0.14705882352941177
8076-FEZKJ,0,19.5,225.85,0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1,0,0,1,0,3,0.3879310344827586
5197-YPYBZ,0,25.25,274.7,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0,1,1,2,0,1,0.3247863247863248
8337-MSSXB,0,86.3,1180.95,1,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,0,0,0,0,1,2,0.3157894736842105
4312-GVYNH,0,49.85,3370.2,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,0,1,0,2,1,0,0.09243697478991597
8495-LJDFO,1,108.95,7111.3,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,0,0,0,1,0,0.05
0839-JTCUD,0,89.9,5958.85,0,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,2,0,1,0.14606741573033707
5494-WOZRZ,0,82.0,5999.85,0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,0,1,1,2,1,1,0.03529411764705882
1302-UHBDD,1,89.95,1648.45,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,1,0,0,0,0,2,0.2535211267605634
2234-EOFPT,0,79.35,5753.25,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1,1,0,2,1,0,0.016574585635359115
8619-IJNDK,0,64.05,4492.9,0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,0,1,1,2,0,1,0.03529411764705882
8378-LKJAF,0,101.15,3956.7,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1,1,1,0,1,1,0.22033898305084745
8182-BJDSI,0,89.95,2625.55,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,0,0,0,0,1,2,0.21052631578947367
2528-HFYZX,1,76.45,1233.4,1,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1,1,0,0,1,2,0.2988505747126437
